# Patched GTOC13 Solution File
# Generated: 2026-05-19 05:41:01
# Sequence: [9 8 6 5 7 5 6 5 7 8 6 5 7 5 4 7 6 4 5 6 7 5 6 7 5 6 8 9 ]
# Mission time: 291.47 years
#
9, 1, 0.000000000000000e+00, 4.170725300952423e+09, -9.028698856278788e+09, -6.353138256519281e+08, 1.504364216749372e+00, 1.042904221992344e+01, -1.138471937724113e+00, 5.052613127653303e+00, 1.164113881568760e+01, -9.402853017530433e-01
9, 1, 0.000000000000000e+00, 4.170725300952423e+09, -9.028698856278788e+09, -6.353138256519281e+08, 1.504364216749372e+00, 1.042904221992344e+01, -1.138471937724113e+00, 5.052613127653303e+00, 1.164113881568760e+01, -9.402853017530433e-01
0, 0, 0.000000000000000e+00, 4.170725300952423e+09, -9.028698856278788e+09, -6.353138256519281e+08, 1.504364216749372e+00, 1.042904221992344e+01, -1.138471937724113e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
0, 0, 5.995944000000000e+08, 4.850701272573532e+09, -2.471450197634463e+09, -1.272380020246446e+09, 4.430119937372361e-01, 1.154147338892893e+01, -8.980536409373666e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
8, 1, 5.995944000000000e+08, 4.850701272573532e+09, -2.471450197634463e+09, -1.272380020246446e+09, 4.430119937372361e-01, 1.154147338892893e+01, -8.980536409373665e-01, -1.737554412512764e+00, 7.359928846616311e+00, -1.505579752540150e+00
8, 1, 5.995944000000000e+08, 4.850701272573532e+09, -2.471450197634463e+09, -1.272380020246446e+09, -4.875160198309353e+00, 1.746208936079272e+00, 2.541506543105947e+00, -7.055726604559354e+00, -2.435335606233350e+00, 1.933980431503164e+00
0, 0, 5.995944000000000e+08, 4.850701272573532e+09, -2.471450197634463e+09, -1.272380020246446e+09, -4.875160198309353e+00, 1.746208936079272e+00, 2.541506543105947e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
0, 0, 1.056255507759470e+09, 1.992666639597295e+09, -1.325093665685236e+09, 7.623483916574490e+06, -8.657363890018932e+00, 3.961244780310597e+00, 3.040665807461654e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
6, 1, 1.056255507759470e+09, 1.992666639597295e+09, -1.325093665685236e+09, 7.623483916574490e+06, -8.657363890018932e+00, 3.961244780310597e+00, 3.040665807461654e+00, -1.263013073047685e+01, -1.998329108468090e+00, 3.085134092465331e+00
6, 1, 1.056255507759470e+09, 1.992666639597295e+09, -1.325093665685236e+09, 7.623483916574490e+06, -8.747794684860365e+00, 9.308900888965335e+00, -7.441610616413044e-02, -1.272056152531828e+01, 3.349327000186648e+00, -2.994782116045343e-02
0, 0, 1.056255507759470e+09, 1.992666639597295e+09, -1.325093665685236e+09, 7.623483916574490e+06, -8.747794684860365e+00, 9.308900888965335e+00, -7.441610616413044e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
0, 0, 1.153045876944286e+09, 9.859084835800843e+08, -3.339860818404620e+08, 0.000000000000000e+00, -1.341175811013811e+01, 1.160070093666400e+01, -8.276409167325799e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
5, 1, 1.153045876944286e+09, 9.859084835800843e+08, -3.339860818404620e+08, 0.000000000000000e+00, -1.341175811013811e+01, 1.160070093666400e+01, -8.276409167325799e-02, -1.730450066051119e+01, 2.841857532152083e-01, -8.276409167325799e-02
5, 1, 1.153045876944286e+09, 9.859084835800843e+08, -3.339860818404620e+08, 0.000000000000000e+00, -1.201827735572318e+01, 4.541910562588938e+00, -6.910368122583348e-01, -1.591101990609625e+01, -6.774604620859853e+00, -6.910368122583348e-01
0, 0, 1.153045876944286e+09, 9.859084835800843e+08, -3.339860818404620e+08, 0.000000000000000e+00, -1.201827735572318e+01, 4.541910562588938e+00, -6.910368122583348e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
