# Patched GTOC13 Solution File
# Generated: 2026-05-18 21:57:48
# Sequence: [9 8 6 7 5 6 5 7 8 6 5 7 5 4 7 6 5 4 6 7 5 4 5 7 5 6 ]
# Mission time: 260.61 years
#
9, 1, 0.000000000000000e+00, 4.170725300952423e+09, -9.028698856278788e+09, -6.353138256519281e+08, 1.671649720673302e+00, 9.590194866414150e+00, -9.492579320067197e-01, 5.219898631577233e+00, 1.080229146217831e+01, -7.510712960356504e-01
9, 1, 0.000000000000000e+00, 4.170725300952423e+09, -9.028698856278788e+09, -6.353138256519281e+08, 1.671649720673302e+00, 9.590194866414150e+00, -9.492579320067197e-01, 5.219898631577233e+00, 1.080229146217831e+01, -7.510712960356504e-01
0, 0, 0.000000000000000e+00, 4.170725300952423e+09, -9.028698856278788e+09, -6.353138256519281e+08, 1.671649720673302e+00, 9.590194866414150e+00, -9.492579320067197e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
0, 0, 6.784884000000000e+08, 5.010541696010696e+09, -2.135685037310841e+09, -1.221328609291317e+09, 4.193841054242622e-01, 1.081623928523895e+01, -6.804209820088654e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
8, 1, 6.784884000000000e+08, 5.010541696010696e+09, -2.135685037310841e+09, -1.221328609291317e+09, 4.193841054242622e-01, 1.081623928523895e+01, -6.804209820088652e-01, -1.450155155439996e+00, 6.489394104250640e+00, -1.366597317820480e+00
8, 1, 6.784884000000000e+08, 5.010541696010696e+09, -2.135685037310841e+09, -1.221328609291317e+09, -4.406774391752975e+00, 2.365309289414888e+00, 2.372307167078826e+00, -6.276313652617233e+00, -1.961535891573424e+00, 1.686130831267211e+00
0, 0, 6.784884000000000e+08, 5.010541696010696e+09, -2.135685037310841e+09, -1.221328609291317e+09, -4.406774391752975e+00, 2.365309289414888e+00, 2.372307167078826e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
0, 0, 1.144306573938708e+09, 2.259687883995806e+09, -7.552453547630823e+08, 3.460305265690084e+06, -8.594073475562803e+00, 3.952153224994385e+00, 2.865301117560919e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
6, 1, 1.144306573938708e+09, 2.259687883995806e+09, -7.552453547630823e+08, 3.460305265690084e+06, -8.594073475562805e+00, 3.952153224994385e+00, 2.865301117560919e+00, -1.064212216254401e+01, -2.948336456964768e+00, 2.914781366036366e+00
6, 1, 1.144306573938708e+09, 2.259687883995806e+09, -7.552453547630823e+08, 3.460305265690084e+06, -9.085765379251974e+00, 4.363604907348474e+00, -2.634969494629343e-01, -1.113381406623317e+01, -2.536884774610678e+00, -2.140167009874870e-01
0, 0, 1.144306573938708e+09, 2.259687883995806e+09, -7.552453547630823e+08, 3.460305265690084e+06, -9.085765379251974e+00, 4.363604907348474e+00, -2.634969494629343e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
